"Notes"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2004"	"2004"	16	244991	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2005"	"2005"	14	240398	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2006"	"2006"	17	236953	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2007"	"2007"	14	230533	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2008"	"2008"	13	225445	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2009"	"2009"	12	219419	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2010"	"2010"	14	215961	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2013"	"2013"	12	211767	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2014"	"2014"	11	213132	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"1999"	"1999"	44	172067	25.6
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2000"	"2000"	51	176676	28.9
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2001"	"2001"	54	185220	29.2
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2002"	"2002"	54	190625	28.3
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2003"	"2003"	50	196177	25.5
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2004"	"2004"	37	201153	18.4
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2005"	"2005"	47	206066	22.8
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2006"	"2006"	49	209952	23.3
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2007"	"2007"	43	214568	20.0
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2008"	"2008"	30	219525	13.7
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2009"	"2009"	32	224898	14.2
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2010"	"2010"	30	228013	13.2
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2011"	"2011"	29	229766	12.6
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2012"	"2012"	33	229244	14.4
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2013"	"2013"	30	229616	13.1
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2014"	"2014"	33	228916	14.4
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2015"	"2015"	31	227481	13.6
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2016"	"2016"	33	223723	14.8
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2017"	"2017"	22	220425	10.0
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"1999"	"1999"	33	109354	30.2
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2000"	"2000"	32	111636	28.7
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2001"	"2001"	35	114056	30.7
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2002"	"2002"	34	117908	28.8
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2003"	"2003"	38	121448	31.3
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2004"	"2004"	35	125712	27.8
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2005"	"2005"	28	130078	21.5
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2006"	"2006"	45	134451	33.5
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2007"	"2007"	33	138167	23.9
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2008"	"2008"	26	142233	18.3
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2009"	"2009"	34	146520	23.2
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2010"	"2010"	46	151892	30.3
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2011"	"2011"	45	159546	28.2
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2012"	"2012"	38	164496	23.1
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2013"	"2013"	35	170420	20.5
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2014"	"2014"	44	176640	24.9
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2015"	"2015"	56	182454	30.7
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2016"	"2016"	56	186182	30.1
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2017"	"2017"	49	191591	25.6
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"1999"	"1999"	13	64139	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2000"	"2000"	19	64798	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2001"	"2001"	26	66865	38.9
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2002"	"2002"	13	68788	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2003"	"2003"	14	70483	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2004"	"2004"	30	71881	41.7
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2005"	"2005"	19	73776	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2006"	"2006"	24	74629	32.2
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2007"	"2007"	20	76188	26.3
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2008"	"2008"	18	78082	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2009"	"2009"	30	80447	37.3
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2010"	"2010"	19	81843	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2011"	"2011"	36	84242	42.7
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2012"	"2012"	26	87731	29.6
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2013"	"2013"	38	91204	41.7
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2014"	"2014"	60	94791	63.3
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2015"	"2015"	48	98666	48.6
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2016"	"2016"	45	102188	44.0
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2017"	"2017"	50	107308	46.6
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"1999"	"1999"	11	28321	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2000"	"2000"	16	29068	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2001"	"2001"	15	30568	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2002"	"2002"	15	31456	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2003"	"2003"	19	32278	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2004"	"2004"	23	32984	69.7
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2005"	"2005"	28	33576	83.4
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2006"	"2006"	35	33908	103.2
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2007"	"2007"	45	34333	131.1
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2008"	"2008"	25	34649	72.2
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2009"	"2009"	34	35085	96.9
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2010"	"2010"	43	35951	119.6
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2011"	"2011"	57	37576	151.7
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2012"	"2012"	62	38524	160.9
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2013"	"2013"	62	40337	153.7
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2014"	"2014"	63	42107	149.6
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2015"	"2015"	75	43503	172.4
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2016"	"2016"	83	45142	183.9
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2017"	"2017"	68	47766	142.4
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"1999"	"1999"	12	6656	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2001"	"2001"	14	6968	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2003"	"2003"	13	7326	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2004"	"2004"	15	7657	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2005"	"2005"	15	8231	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2006"	"2006"	23	8572	268.3
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2007"	"2007"	23	9048	254.2
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2008"	"2008"	27	9574	282.0
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2009"	"2009"	47	10207	460.5
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2010"	"2010"	59	10470	563.5
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2011"	"2011"	63	11074	568.9
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2012"	"2012"	60	11800	508.5
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2013"	"2013"	74	12477	593.1
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2014"	"2014"	114	13259	859.8
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2015"	"2015"	95	13871	684.9
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2016"	"2016"	92	14396	639.1
	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2017"	"2017"	104	15430	674.0
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2002"	"2002"	10	951055	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2012"	"2012"	12	944485	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2014"	"2014"	12	962858	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2015"	"2015"	12	964848	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2016"	"2016"	22	962090	2.3
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2017"	"2017"	18	970260	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"1999"	"1999"	25	1155928	2.2
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2000"	"2000"	15	1152891	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2001"	"2001"	29	1142201	2.5
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2002"	"2002"	24	1125968	2.1
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2003"	"2003"	22	1106315	2.0
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2004"	"2004"	23	1084946	2.1
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2005"	"2005"	20	1061194	1.9
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2006"	"2006"	28	1036499	2.7
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2007"	"2007"	18	1007403	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2008"	"2008"	18	977458	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2009"	"2009"	19	944489	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2010"	"2010"	18	924084	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2011"	"2011"	21	899647	2.3
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2012"	"2012"	17	885259	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2013"	"2013"	11	872370	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2014"	"2014"	16	861469	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2015"	"2015"	19	851801	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2016"	"2016"	22	836014	2.6
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2017"	"2017"	13	830773	Unreliable
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"1999"	"1999"	31	995847	3.1
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2000"	"2000"	33	1015803	3.2
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2001"	"2001"	31	1042225	3.0
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2002"	"2002"	27	1039892	2.6
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2003"	"2003"	39	1046285	3.7
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2004"	"2004"	43	1052747	4.1
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2005"	"2005"	29	1058998	2.7
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2006"	"2006"	53	1065052	5.0
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2007"	"2007"	35	1068719	3.3
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2008"	"2008"	30	1071317	2.8
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2009"	"2009"	52	1074816	4.8
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2010"	"2010"	36	1072793	3.4
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2011"	"2011"	51	1060991	4.8
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2012"	"2012"	42	1046598	4.0
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2013"	"2013"	38	1030583	3.7
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2014"	"2014"	38	1012669	3.8
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2015"	"2015"	50	994596	5.0
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2016"	"2016"	30	971811	3.1
	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2017"	"2017"	55	947313	5.8
